"Name","Type","Line","Signature"
"mpInjectBadge","function","17563","function mpInjectBadge(){"
"mpClearPingInterval","function","17583","function mpClearPingInterval(){"
"mpPatchedPlayCard","function","17590","function mpPatchedPlayCard(ci){"
"mpChooseColor","function","17616","function mpChooseColor(col){"
"mpPatchedDraw","function","17634","function mpPatchedDraw(){"
"mpDisconnected","function","17644","function mpDisconnected(){"
"mpDeclareForfeit","function","17676","function mpDeclareForfeit(){"
"mpError","function","17710","function mpError(msg){"
"mpCopyCode","function","17722","function mpCopyCode(){"
"mpCancel","function","17738","function mpCancel(){"
"buildAndShuffleDeck","function","17749","function buildAndShuffleDeck(){G.deck=shuf(buildDeck());}"
"dealInitialHands","function","17750","function dealInitialHands(){G.players.forEach(p=>{p.hand=[];for(let i=0;i<7;i++)p.hand.push(dealCard());});}"
"placeFirstDiscard","function","17751","function placeFirstDiscard(){"
"selectMode","function","17778","function selectMode(mode){"
"eloMMRDelta","function","17791","function eloMMRDelta(playerMMR, opponentMMR, won){"
"applyBotDifficulty","function","17823","function applyBotDifficulty(diff, moveFn, context) {"
"getSeasonData","function","17846","function getSeasonData(){"
"saveSeasonData","function","17849","function saveSeasonData(d){try{localStorage.setItem(SEASON_KEY,JSON.stringify(d))}catch(e){}}"
"getCurrentSeason","function","17850","function getCurrentSeason(){"
"checkSeasonReset","function","17856","function checkSeasonReset(){"
"_playRewardSound","function","17897","function _playRewardSound(tier){"
"note","function","17900","function note(f,s,d,v,t){const o=ctx.createOscillator(),g=ctx.createGain();o.connect(g);g.connect(ctx.destination);o.type=t||'sine';o.frequency.value=f;g.gain.setValueAtTime(0,ctx.currentTime+s);g.gain.linearRampToValueAtTime(v,ctx.currentTime+s+.02);g.gain.exponentialRampToValueAtTime(.001,ctx.currentTime+s+d);o.start(ctx.currentTime+s);o.stop(ctx.currentTime+s+d+.05);}"
"noise","function","17901","function noise(s,d,v){const b=ctx.createBuffer(1,ctx.sampleRate*d,ctx.sampleRate),ch=b.getChannelData(0);for(let i=0;i<ch.length;i++)ch[i]=(Math.random()*2-1)*v;const sr=ctx.createBufferSource(),g=ctx.createGain(),fl=ctx.createBiquadFilter();fl.type='bandpass';fl.frequency.value=800;sr.buffer=b;sr.connect(fl);fl.connect(g);g.connect(ctx.destination);g.gain.setValueAtTime(v,ctx.currentTime+s);g.gain.exponentialRampToValueAtTime(.001,ctx.currentTime+s+d);sr.start(ctx.currentTime+s);}"
"_patchSeasonData","function","17911","function _patchSeasonData(){"
"_hookSaveP","function","17922","function _hookSaveP(){"
"_unhookSaveP","function","17934","function _unhookSaveP(){"
"_manualReset","function","17943","function _manualReset(){"
"_doReset","function","17979","function _doReset(){"
"applySoftReset","function","18038","function applySoftReset(){"
"_applyBotSeasonReset","function","18111","function _applyBotSeasonReset(newSeason){"
"checkAndApplySoftReset","function","18153","function checkAndApplySoftReset(){"
"getSeasonTimeLeft","function","18162","function getSeasonTimeLeft(){"
"checkIdleCredits","function","18177","function checkIdleCredits(){"
"checkDailyLogin","function","18207","function checkDailyLogin(){"
"renderDailyLoginOverlay","function","18243","function renderDailyLoginOverlay(streak){"
"claimDailyLogin","function","18266","function claimDailyLogin(){"
"getWeekStart","function","18324","function getWeekStart(){ const d=new Date();d.setHours(0,0,0,0);d.setDate(d.getDate()-d.getDay());return d.toDateString(); }"
"initWeeklyChallenge","function","18325","function initWeeklyChallenge(){"
"updateWeeklyProgress","function","18341","function updateWeeklyProgress(stat,amount=1){"
"initChallenges","function","18364","function initChallenges(){initWeeklyChallenge();"
"updateChallengeProgress","function","18381","function updateChallengeProgress(stat,amount=1){"
"renderChallengesPanel","function","18402","function renderChallengesPanel(){"
"addMatchHistory","function","18446","function addMatchHistory(won,mmrDelta,opponent,mode){"
"renderHistoryPanel","function","18454","function renderHistoryPanel(){"
"getPlayerLeaderboardPosition","function","20681","function getPlayerLeaderboardPosition(playerMMR) {"
"getMatchmakingPreview","function","20693","function getMatchmakingPreview(playerMMR) {"
"buildLeaderboard","function","20706","function buildLeaderboard(){"
"_saveBotDeltas","function","20883","function _saveBotDeltas(){"
"_getBotModeDelta","function","20888","function _getBotModeDelta(botName, modeKey){"
"_setBotModeDelta","function","20893","function _setBotModeDelta(botName, modeKey, delta){"
"_checkBotDeltaReset","function","20900","function _checkBotDeltaReset(){"
"_applyBotDeltas","function","20917","function _applyBotDeltas(){ /* delta gestiti per modalità in _duRawMMR */ }"
"_mutateBotMMR","function","20923","function _mutateBotMMR(){"
"_duIncrementMC","function","20992","function _duIncrementMC(triggerMode){"
"_duHash","function","21037","function _duHash(str){"
"_duRawMMR","function","21046","function _duRawMMR(name, basemmr, mode, size){"
"_duGetPool","function","21141","function _duGetPool(){"
"_duBuildDomMap","function","21152","function _duBuildDomMap(){"
"buildLeaderboardForMode","function","21193","function buildLeaderboardForMode(mode, size){"
"lbSelectMode","function","21275","function lbSelectMode(mode, btn){"
"lbSelectSize","function","21283","function lbSelectSize(size, btn){"
"renderLeaderboardTab","function","21290","function renderLeaderboardTab(){"
"renderRows","function","21318","function renderRows(from, to){"
"botHash","function","21333","function botHash(s){let h=0;for(let i=0;i<s.length;i++)h=((h<<5)-h)+s.charCodeAt(i);return Math.abs(h);}"
"updateLoadMore","function","21364","function updateLoadMore(){"
"checkGodOfUno","function","21400","function checkGodOfUno(){"
"toggleEmoteBar","function","21427","function toggleEmoteBar(){"
"sendEmote","function","21432","function sendEmote(e){"
"getPlayerAura","function","21458","function getPlayerAura(){"
"getUT32Players","function","21498","function getUT32Players(){"
"launchUnifiedTournament","function","21513","function launchUnifiedTournament(type){"
"switchToTournamentHub","function","21547","function switchToTournamentHub(){"
"switchToTournamentSelect","function","21558","function switchToTournamentSelect(){"
"abandonTournament","function","21565","function abandonTournament(){"
"renderRLBracket","function","21572","function renderRLBracket(){"
"mkRLSeed","function","21654","function mkRLSeed(p, isWin, isLose, isCurrent){"
"renderTourneyActionBar","function","21670","function renderTourneyActionBar(){"
"startUTMatch","function","21723","function startUTMatch(opponent){"
"resolveUTMatch","function","21749","function resolveUTMatch(humanWon){"
"recordUTMatchStats","function","21770","function recordUTMatchStats(){"
"advanceUTRound","function","21786","function advanceUTRound(humanWon){"
"simRemainingUT","function","21829","function simRemainingUT(){"
"simUTRound","function","21849","function simUTRound(){"
"renderTourneyStats","function","21865","function renderTourneyStats(){"
"onUTFinalVictory","function","21914","function onUTFinalVictory(){"
"showTitleUnlockOverlay","function","21954","function showTitleUnlockOverlay(titleObj){"
"tuoEquip","function","21966","function tuoEquip(){"
"tuoSkip","function","21976","function tuoSkip(){"
"launchTournament32","function","21984","function launchTournament32(type){"
"build32Bracket","function","21993","function build32Bracket(){"
"renderTournament32","function","22000","function renderTournament32(cid){} // no-op, replaced by RL bracket"
"startTournament32","function","22001","function startTournament32(){launchUnifiedTournament(T32_TYPE||'uno1v1');}"
"utTrackCard","function","22005","function utTrackCard(player, cardVal, cardColor){"
"resolveTourney32Match","function","22019","function resolveTourney32Match(humanWon){"
"checkExtraTitles","function","22073","function checkExtraTitles(){"
"tryUnlockTitle","function","22080","function tryUnlockTitle(feat){"
"renderSeasonBanner","function","22094","function renderSeasonBanner(){"
"switchNav","function","22121","function switchNav(id, btn){"
"updateProfilePanel","function","22146","function updateProfilePanel(){"
"renderSeasonBanner","function","22160","function renderSeasonBanner(){"
"getStreakAura","function","22175","function getStreakAura(){"
"getStreakMMRBonus","function","22182","function getStreakMMRBonus(){"
"renderStreakBadge","function","22190","function renderStreakBadge(){"
"addMMRWithStreakBonus","expr","22229","const addMMRWithStreakBonus=function(won, nAI){"
"startGameWithQueue","function","22260","function startGameWithQueue(){"
"cancelQueue","function","22306","function cancelQueue(){"
"getPlacementData","function","22317","function getPlacementData(){"
"savePlacementData","function","22320","function savePlacementData(d){try{localStorage.setItem(PLACEMENT_KEY,JSON.stringify(d))}catch(e){}}"
"shouldShowPlacement","function","22322","function shouldShowPlacement(){"
"recordPlacementResult","function","22329","function recordPlacementResult(won){"
"showPlacementReveal","function","22348","function showPlacementReveal(results){"
"hidePlacement","function","22381","function hidePlacement(){"
"openShopItem","function","22430","function openShopItem(crateId){"
"openCrateNow","function","22447","function openCrateNow(){"
"activateDoubleXP","function","22509","function activateDoubleXP(){"
"isDoubleXPActive","function","22514","function isDoubleXPActive(){"
"consumeDoubleXP","function","22517","function consumeDoubleXP(){"
"renderDXPBadge","function","22521","function renderDXPBadge(){"
"checkNewTitles","function","22532","function checkNewTitles(gameCtx){"
"elevateToAdmin","function","22605","function elevateToAdmin(username){"
"addUltraChips","function","22661","function addUltraChips(n){if(!P)return;if(!P.ultraChips)P.ultraChips=0;P.ultraChips+=n;saveP();updateProfileExtra();if(n>0)notify(`💠 +${n} Ultra Chips!`);}"
"getUltraChips","function","22662","function getUltraChips(){return P?.ultraChips||0;}"
"getTrustScore","function","22667","function getTrustScore(){if(!P)return 100;if(!P.trustScore)P.trustScore=100;return P.trustScore;}"
"penalizeTrust","function","22668","function penalizeTrust(reason){if(!P)return;if(!P.trustScore)P.trustScore=100;P.trustScore=Math.max(0,P.trustScore-15);saveP();updateTrustBadge();notify(`⚠️ Trust Score -15 (${reason})`);}"
"rewardTrust","function","22669","function rewardTrust(){if(!P)return;if(!P.trustScore)P.trustScore=100;if(P.trustScore<100)P.trustScore=Math.min(100,P.trustScore+2);saveP();}"
"updateTrustBadge","function","22670","function updateTrustBadge(){const score=getTrustScore();const b=el('trust-badge-profile');if(!b)return;if(score>=80){b.className='trust-badge trust-gold';b.textContent='🤝 Affidabile';}else if(score>=50){b.className='trust-badge trust-green';b.textContent='⚡ Neutrale';}else{b.className='trust-badge trust-red';b.textContent=`💀 Sanzionato (${score})`;}}"
"addCircuitPoints","function","22677","function addCircuitPoints(n){if(!P)return;if(!P.circuitPoints)P.circuitPoints=0;P.circuitPoints+=n;saveP();updateProfileExtra();}"
"addTrophy","function","22678","function addTrophy(type){if(!P)return;if(!P.trophies)P.trophies={gold:0,silver:0,bronze:0};P.trophies[type]=(P.trophies[type]||0)+1;saveP();updateProfileExtra();notify(`🏆 Trofeo ${type==='gold'?'Oro 🥇':type==='silver'?'Argento 🥈':'Bronzo 🥉'}!`);}"
"updateProfileExtra","function","22679","function updateProfileExtra(){"
"getAIThinkTime","function","22691","function getAIThinkTime(diff){return {easy:1400,normal:950,hard:600,ultra:350,ucs:280}[diff]||950;} // FIX FREEZE #8: aumentati minimi per dare respiro al thread"
"getAIDiffLabel","function","22692","function getAIDiffLabel(diff){return {easy:'IA: Amichevole',normal:'IA: Competitiva',hard:'IA: Lettura Mano',ultra:'IA: Brutale',ucs:'IA: Divina — Nessun errore'}[diff]||'IA';}"
"getAIDiffDot","function","22693","function getAIDiffDot(diff){return {easy:'#CD7F32',normal:'#C0C0C0',hard:'#7EE4F8',ultra:'#FF4081',ucs:'#c084fc'}[diff]||'#C0C0C0';}"
"updateAIDiffHUD","function","22694","function updateAIDiffHUD(){const diff=G?.diff||'normal';const label=el('ai-diff-label');const dot=el('ai-diff-dot');if(label)label.textContent=getAIDiffLabel(diff);if(dot)dot.style.background=getAIDiffDot(diff);}"
"aiChooseUCS","function","22721","function aiChooseUCS(plays,idx){let best=plays[0],bs=-9999;for(const p of plays){let s=0;const isDraw=p.c.val==='d2'||p.c.val==='w4';const isSpecial=p.c.val==='skip'||p.c.val==='rev';const isWild=p.c.col==='w';if(isDraw)s+=60;if(isSpecial)s+=30;if(isWild&&plays.filter(x=>x.c.col!=='w').length>0)s-=40;if(G.pendingDraw>0&&isDraw)s+=100;s+=(Math.random()-.5)*2;if(s>bs){bs=s;best=p;}}return best;}"
"aiPickColorSSL","function","22724","function aiPickColorSSL(p,idx){const h=G.players[0].hand;const cnt={r:0,b:0,g:0,y:0};h.forEach(c=>{if(c.col&&c.col!=='w')cnt[c.col]++;});return Object.keys(cnt).reduce((a,b)=>cnt[a]<=cnt[b]?a:b,'r');}"
"logReplayMove","function","22734","function logReplayMove(playerName,card){if(!G||G.roundOver)return;const label=card?`${card.col||''} ${card.val}`:'pesca';_currentReplayLog.push({n:playerName,c:label});}"
"saveReplayLog","function","22735","function saveReplayLog(won){try{const logs=JSON.parse(localStorage.getItem(REPLAY_KEY)||'[]');logs.unshift({date:new Date().toLocaleString('it'),won,moves:_currentReplayLog.slice(0,60),opponent:G.players.find(p=>p.isAI)?.name||'AI',diff:G.diff});if(logs.length>10)logs.pop();localStorage.setItem(REPLAY_KEY,JSON.stringify(logs));_currentReplayLog=[];}catch(e){}}"
"renderReplayHistory","function","22738","function renderReplayHistory(){"
"openLab","function","22758","function openLab(){sfx.click();updateLabPanel();showOv('ov-lab');}"
"updateLabPanel","function","22759","function updateLabPanel(){"
"checkUCSRLCSTitles","function","22822","function checkUCSRLCSTitles(){"
"checkUNOProgTitles","function","22878","function checkUNOProgTitles(){"
"checkScalaProgTitles","function","22929","function checkScalaProgTitles(){"
"checkRubaProgTitles","function","22983","function checkRubaProgTitles(){"
"checkBJProgTitles","function","23035","function checkBJProgTitles(){"
"checkRankProgTitles","function","23071","function checkRankProgTitles(){"
"checkClubProgTitles","function","23103","function checkClubProgTitles(){"
"getMinAcrossAllModes","function","23157","function getMinAcrossAllModes(){"
"getModesWon","function","23163","function getModesWon(){"
"checkMultiProgTitles","function","23176","function checkMultiProgTitles(){"
"checkAllProgressionTitles","function","23209","function checkAllProgressionTitles(){"
"renderUCSPanel","function","23227","function renderUCSPanel(){"
"startUCS","function","23250","function startUCS(){"
"resolveUCSResult","function","23271","function resolveUCSResult(won){"
"renderUCSAccessCheck","function","23291","function renderUCSAccessCheck(){"
"adminApplyUI","function","23361","function adminApplyUI(){"
"toggleQuickChat","function","23379","function toggleQuickChat(){"
"sendQuickChat","function","23386","function sendQuickChat(msg){"
"_showQCIncoming","function","23399","function _showQCIncoming(name,msg,isSelf){"
"_updateQuickChatVisibility","function","23407","function _updateQuickChatVisibility(){"
"dismissQuickChatBtn","function","23422","function dismissQuickChatBtn(){"
"getMiniMMR","function","23433","function getMiniMMR(mode, nAI){"
"addMiniMMR","function","23453","function addMiniMMR(mode, won, nAI, overrideDelta){"
"_switchPlaylistGroups","function","23549","function _switchPlaylistGroups(isMini, mode){"
"selectMiniPlaylist","function","23565","function selectMiniPlaylist(mode){"
"_updateHeroBannerForMode","function","23574","function _updateHeroBannerForMode(mode){"
"checkMiniTitles","function","23652","function checkMiniTitles(){"
"openTournamentPicker","function","23675","function openTournamentPicker(){"
"closeTournamentPicker","function","23680","function closeTournamentPicker(){"
"buildDeck40","function","23695","function buildDeck40(){"
"buildDeck52","function","23700","function buildDeck52(){"
"buildDeck108","function","23709","function buildDeck108(){"
"shuffleDeck","function","23715","function shuffleDeck(d){"
"makeMgCard","function","23719","function makeMgCard(c,playable=false,selected=false,extra=''){"
"mgLog","function","23739","function mgLog(id,msg){"
"_miniDiffMMRMod","function","23775","function _miniDiffMMRMod(diff, won) {"
"_miniAIThink","function","23785","function _miniAIThink(cb) {"
"_miniBlunder","function","23789","function _miniBlunder() {"
"renderMiniDiffSelector","function","23794","function renderMiniDiffSelector(containerId, color) {"
"setMiniDiff","function","23814","function setMiniDiff(diff) {"
"hexToRgb","function","23823","function hexToRgb(hex) {"
"startRubaGame","function","23828","function startRubaGame(tourneyCallback=null){"
"rubaRender","function","23859","function rubaRender(){"
"rubaPlayCard","function","23918","function rubaPlayCard(idx){"
"rubaDrawCard","function","23966","function rubaDrawCard(){ /* Non usato nelle regole ufficiali */ }"
"rubaCheckRedeal","function","23968","function rubaCheckRedeal(){"
"rubaAITurn","function","23979","function rubaAITurn(){"
"rubaCheckEnd","function","24037","function rubaCheckEnd(){"
"rubaShowEnd","function","24048","function rubaShowEnd(){"
"rubaBackToMenu","function","24090","function rubaBackToMenu(){"
"startScalaGame","function","24110","function startScalaGame(tourneyCallback=null){"
"scalaHandPoints","function","24145","function scalaHandPoints(hand, player){"
"scalaComboPoints","function","24154","function scalaComboPoints(cards){"
"scalaIsValidScala","function","24164","function scalaIsValidScala(cards){"
"scalaIsValidTris","function","24189","function scalaIsValidTris(cards){"
"scalaIsValidCombo","function","24201","function scalaIsValidCombo(cards){"
"scalaRender","function","24205","function scalaRender(){"
"scalaToggleSelect","function","24347","function scalaToggleSelect(i){"
"scalaTalloneReshuffle","function","24354","function scalaTalloneReshuffle(){"
"scalaDraw","function","24364","function scalaDraw(src){"
"scalaDiscardSelected","function","24389","function scalaDiscardSelected(){"
"scalaCanAttach","function","24421","function scalaCanAttach(card, combo){"
"scalaAddPendingCombo","function","24443","function scalaAddPendingCombo(){"
"scalaCancelPending","function","24465","function scalaCancelPending(){"
"scalaScendi","function","24472","function scalaScendi(){"
"scalaAddToCombo","function","24500","function scalaAddToCombo(){"
"scalaCheckWin","function","24530","function scalaCheckWin(){"
"scalaAITurn","function","24542","function scalaAITurn(){"
"scalaShowEnd","function","24656","function scalaShowEnd(){"
"scalaBackToMenu","function","24701","function scalaBackToMenu(){"
"mgEndRematch","function","24716","function mgEndRematch(){"
"mgEndMenu","function","24721","function mgEndMenu(){"
"startTournament32Ruba","function","24740","function startTournament32Ruba(){"
"renderTourneyRuba","function","24757","function renderTourneyRuba(){"
"startTourneyRubaMatch","function","24773","function startTourneyRubaMatch(opponent){"
"resolveTourneyRubaMatch","function","24780","function resolveTourneyRubaMatch(humanWon){"
"startTournament32Scala","function","24822","function startTournament32Scala(){"
"renderTourneyScala","function","24839","function renderTourneyScala(){"
"startTourneyScalaMatch","function","24855","function startTourneyScalaMatch(opponent){"
"resolveTourneyScalaMatch","function","24862","function resolveTourneyScalaMatch(humanWon){"
"homeSelectMode","function","24972","function homeSelectMode(mode, btnEl){"
"homeRenderPlayerCards","function","25030","function homeRenderPlayerCards(){"
"homeSelectPlayerCount","function","25073","function homeSelectPlayerCount(nAI){"
"homeUpdateRankStrip","function","25087","function homeUpdateRankStrip(){"
"homeStartGame","function","25124","function homeStartGame(){"
"homeRefresh","function","25143","function homeRefresh(){"
"olToggleDrawer","function","25198","function olToggleDrawer(){"
"olSelectCount","function","25208","function olSelectCount(mode, btn){"
"olSelectPlaylist","function","25217","function olSelectPlaylist(mode, btn){"
"_refreshTeamPlaylistBadges","function","25225","function _refreshTeamPlaylistBadges(){"
"olStartGame","function","25236","function olStartGame(){"
"olShowFriendInvitePanel","function","25278","function olShowFriendInvitePanel(){"
"olCopyInviteLink","function","25308","function olCopyInviteLink(){"
"olModalTab","function","25322","function olModalTab(tab, btn){"
"olCloseModal","function","25350","function olCloseModal(){"
"olOpenJoinModal","function","25362","function olOpenJoinModal(){"
"mpOlSyncProfile","function","25373","function mpOlSyncProfile(){"
"st","arrow","25375","const st = (id,v) => { const e=document.getElementById(id); if(e) e.textContent=v; };"
"olRenderFriends","function","25404","function olRenderFriends(){"
"mpOlRenderFriends","function","25419","function mpOlRenderFriends(){ olRenderFriends(); }"
"olUpdateSlots","function","25423","function olUpdateSlots(){"
"mpToggleDrawer","function","25446","function mpToggleDrawer(){ olToggleDrawer(); }"
"mpOlNav","function","25447","function mpOlNav(mode, btn){ olSelectCount(mode, btn); }"
"mpOlMode","function","25448","function mpOlMode(mode, btn){ olSelectCount(mode, btn); }"
"mpOlPlaylist","function","25450","function mpOlPlaylist(mode, btn){ olSelectPlaylist(mode, btn); }"
"gpInit","function","26021","function gpInit() {"
"gpRenderModeCards","function","26027","function gpRenderModeCards() {"
"_gpPickType","function","26077","function _gpPickType(typeId) {"
"_gpPickPlayers","function","26087","function _gpPickPlayers(playerId) {"
"_gpTryApplyCombo","function","26093","function _gpTryApplyCombo() {"
"gpStartDivFromMMR","function","26109","function gpStartDivFromMMR(modeId) {"
"gpModeProgress","function","26117","function gpModeProgress(modeId) {"
"gpSelectMode","function","26124","function gpSelectMode(modeId) {"
"gpExitSeason","function","26153","function gpExitSeason() {"
"gpRenderDivisions","function","26165","function gpRenderDivisions() {"
"gpRenderPips","function","26225","function gpRenderPips(div) {"
"gpStartMatch","function","26236","function gpStartMatch() {"
"onEnd","arrow","26241","const onEnd = (humanWon) => {"
"gpResolveMatch","function","26269","function gpResolveMatch(humanWon) {"
"countWins","arrow","26274","const countWins = () => GP.streak.filter(r => r === 'win').length;"
